SequenceID,TimeStamp,RelativeTime,CollectableCoin1Distance,CollectableCoin2Distance,CollectableCoin3Distance,CollectableCoin4Distance,CollectableCoin5Distance,TimeStepCoinsCollected,TimeStepCoinNearMiss,Asteroid1Distance,Asteroid2Distance,Asteroid3Distance,Asteroid4Distance,Asteroid5Distance,AsteroidsInCloseRange,AsteroidsInMediumRange,AsteroidsOnScreen,TimeStepHitByAsteroids,TimeStepAsteroidNearMiss,ScoreCount,MultiplierAmount,ShipOrientation,PlayerInputCount,ShipDistanceTravelled,TimeWithoutHit,VeryRecentScoreDifference,RecentScoreDifference,LongTermScoreDifference,VeryRecentMultiplierDifference,RecentMultiplierDifference,LongTermMultiplierDifference,TotalAsteroidNearMisses,TotalAsteroidHits,TotalCoinCollected,First30SecondsAsteroidHits,First30SecondsCoinsCollected,TotalCoinNearmisses
3faf4abc-9759-4634-a470-1bb915999669,10.57782,8.57373,3.898094,5.019922,8.111891,-1,-1,0,0,1.74536,5.065999,-1,-1,-1,1,1,2,0,0,540.1298,2.169999,327.0264,2,3.119747,8.573734,501.5198,540.1298,540.1298,0.8399994,1.169999,1.169999,2,0,1,0,0,0
3faf4abc-9759-4634-a470-1bb915999669,11.08347,9.07938,1.60129,4.349087,10.47094,-1,-1,0,0,2.143447,-1,-1,-1,-1,1,1,1,1,0,226.9079,1.03,204.8277,2,2.800008,0.3455366,181.4979,226.9079,226.9079,-0.3499997,0.02999997,0.02999997,2,1,1,0,0,0
3faf4abc-9759-4634-a470-1bb915999669,11.58927,9.585182,3.520352,5.597625,8.814455,-1,-1,0,0,3.457036,6.875476,-1,-1,-1,0,1,2,0,0,232.2079,1.08,92.68684,3,2.243751,0.851339,179.7479,232.2079,232.2079,-0.3499997,0.07999992,0.07999992,2,1,1,0,0,0
3faf4abc-9759-4634-a470-1bb915999669,12.0919,10.08781,6.376356,6.732387,5.632402,8.995792,-1,0,0,6.654855,8.68613,-1,-1,-1,0,0,2,0,0,237.7579,1.13,107.0107,1,3.266541,1.353964,179.4779,237.7579,237.7579,-0.3399997,0.1299999,0.1299999,2,1,1,0,0,0
3faf4abc-9759-4634-a470-1bb915999669,12.59324,10.58914,10.0279,10.07321,2.17609,12.56344,-1,0,1,10.11883,10.93325,-1,-1,-1,0,0,2,0,0,243.5578,1.18,114.5936,2,3.672991,1.855302,177.7779,243.5578,243.5578,-0.3399997,0.1799998,0.1799998,2,1,1,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,13.0993,11.09521,11.83634,11.27067,-1,13.9858,-1,1,0,11.48865,12.62989,-1,-1,-1,0,0,2,0,0,560.6578,1.58,0.3318166,2,2.718206,2.361366,487.1278,560.6578,560.6578,0.01000035,0.5799998,0.5799998,2,1,2,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,13.6044,11.60031,9.793503,8.571844,-1,11.42099,-1,0,0,8.261066,12.57187,-1,-1,-1,0,0,2,0,0,567.0778,1.62,319.9579,0,3.010233,2.866463,485.5478,567.0778,567.0778,3.576279E-07,0.6199998,0.6199998,2,1,2,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,14.10979,12.1057,7.327825,5.07824,7.502682,8.047975,-1,0,0,5.188354,-1,-1,-1,-1,0,0,1,0,0,575.3278,1.67,312.8007,1,3.740695,3.371857,485.5479,575.3278,575.3278,3.576279E-07,0.6699997,0.6699997,2,1,2,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,14.61557,12.61148,4.861643,1.430516,10.89186,4.423101,-1,0,0,4.556379,8.344388,-1,-1,-1,0,1,2,0,0,583.8278,1.72,274.3008,2,3.761064,3.877632,487.2678,579.7278,583.8278,0.01000035,0.6799997,0.7199997,2,1,2,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,15.11704,13.11295,3.375631,-1,14.04314,-1,-1,2,0,3.452413,7.451795,-1,-1,-1,0,1,2,0,0,1502.328,2.47,280.2942,4,3.769427,4.379102,975.0678,1492.878,1502.328,0.3600004,1.38,1.47,2,1,4,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,15.62412,13.62003,2.316981,-1,14.33642,-1,-1,0,0,3.39587,8.847462,-1,-1,-1,0,1,2,0,0,1514.828,2.52,153.8767,2,2.408765,4.886182,976.8678,1499.778,1514.828,0.3600004,1.38,1.52,2,1,4,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,16.13288,14.12879,11.60801,-1,11.41734,-1,-1,1,0,5.244084,7.277979,-1,-1,-1,0,0,2,0,0,2105.357,2.909999,111.3313,1,3.048029,5.394941,1878.45,2084.458,2105.357,1.879999,1.72,1.909999,2,1,5,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,16.63591,14.63182,10.13138,-1,9.46835,-1,-1,0,0,6.876148,7.16854,8.565996,-1,-1,0,0,3,0,0,2120.057,2.959999,163.3522,6,2.638584,5.897978,1888.929,2093.057,2120.057,1.889999,1.72,1.959999,2,1,5,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,17.13926,15.13517,8.253454,-1,7.731886,-1,-1,0,0,6.390689,7.129294,9.029677,-1,-1,0,0,3,0,0,2135.007,3.009999,97.14088,2,1.924948,6.401317,1898.379,2102.947,2135.007,1.889999,1.73,2.009999,2,1,5,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,17.64659,15.6425,5.461992,-1,4.30604,-1,-1,0,0,4.597245,9.100569,10.06382,-1,-1,0,1,3,0,0,2150.207,3.059999,128.2903,1,3.503873,6.908654,1907.829,2111.597,2150.207,1.889999,1.73,2.059999,2,1,5,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,18.15078,16.14669,3.643755,8.101286,-1,-1,-1,1,0,3.032989,6.939333,11.08967,11.74459,-1,0,1,4,0,0,2856.007,3.459999,94.23835,4,3.658462,7.412843,2296.929,2810.597,2856.007,1.889999,2.079999,2.459999,2,1,6,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,18.65086,16.64677,1.775059,8.36105,-1,-1,-1,0,0,3.112689,4.688442,9.339828,11.45288,-1,0,2,4,0,0,2869.947,3.499999,0.9991226,3,2.286546,7.91292,2302.869,2817.487,2869.947,1.879999,2.069999,2.499999,2,1,6,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,19.15198,17.14789,-1,8.949697,-1,-1,-1,1,0,3.558712,4.117206,7.833597,8.115638,11.22856,0,2,5,0,0,3662.647,3.899999,189.6517,3,1.949373,8.414049,3087.319,3602.887,3662.647,2.229999,2.419999,2.899999,2,1,7,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,19.65562,17.65153,-1,7.781203,-1,-1,-1,0,0,2.378067,6.513927,7.883141,8.700448,8.960876,0,1,5,0,0,3682.296,3.949999,233.1465,1,2.432965,8.917682,3100.188,3614.986,3682.296,2.239999,2.419999,2.949999,2,1,7,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,20.16331,18.15923,7.619477,5.031425,-1,-1,-1,0,0,3.280221,3.84374,9.532578,10.41483,14.16614,0,2,5,0,0,3702.196,3.999999,290.6681,1,3.440745,9.42538,2202.339,3627.086,3702.196,1.539999,2.419999,2.999999,2,1,7,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,20.66732,18.66323,4.031148,1.438577,-1,-1,-1,0,0,3.487025,5.966051,8.670583,10.45401,11.64464,0,1,6,0,0,3722.346,4.05,308.8346,1,3.609373,9.929386,2210.039,3640.816,3722.346,1.54,2.43,3.05,2,1,7,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,21.17363,19.16954,-1,-1,-1,-1,-1,2,0,4.134358,7.75821,8.40147,13.73371,15.07545,0,1,6,0,0,5576.396,4.79,277.4279,2,3.790165,10.43569,3471.039,5486.617,5576.396,1.880001,3.120001,3.79,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,21.67406,19.66997,-1,-1,-1,-1,-1,0,0,4.389421,5.504169,7.203871,9.084303,13.84907,0,1,7,0,0,5600.496,4.840002,141.8736,1,2.285588,10.93612,3483.399,5502.216,5600.496,1.890002,3.120002,3.840002,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,22.17677,20.17269,11.44471,-1,-1,-1,-1,0,0,3.790864,5.255204,5.544687,7.789847,7.854196,0,1,9,0,0,5624.846,4.890003,71.95755,2,2.779884,11.43884,3492.849,5095.466,5624.846,1.890003,2.770004,3.890003,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,22.68174,20.67765,9.771568,-1,-1,-1,-1,0,0,3.529546,4.372637,5.64361,6.142001,7.900614,0,2,9,0,0,5649.446,4.940004,357.7214,4,2.938184,11.94379,3502.299,5111.486,5649.446,1.890005,2.780005,3.940004,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,23.18676,21.18267,8.019209,-1,-1,-1,-1,0,0,3.442662,4.522867,6.086127,8.262215,8.77088,0,2,9,0,0,5674.297,4.990005,71.04877,0,2.971951,12.44882,2821.75,5447.389,5674.297,1.540006,3.960005,3.990005,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,23.68944,21.68535,4.989672,-1,-1,-1,-1,0,0,2.693834,4.057965,5.757569,6.493954,7.509105,0,2,10,0,0,5694.356,5.030006,134.7217,3,3.180982,12.95149,2824.409,5462.148,5694.356,1.530007,3.950006,4.030006,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,24.19769,22.1936,4.976136,1.12957,-1,-1,-1,0,0,1.832644,2.824045,4.286712,4.614379,5.906805,1,4,11,0,0,5719.656,5.080007,147.6014,4,2.447694,13.45975,2060.909,5481.898,5719.656,1.190008,3.950007,4.080007,2,1,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,24.70436,22.70028,2.809145,3.187078,-1,-1,-1,0,0,3.437263,3.906441,5.428378,6.418007,6.677089,0,2,11,1,0,4364.519,2.603005,61.30103,1,2.698841,0.3656233,686.1726,4120.961,4364.519,-1.336994,1.423005,1.603005,2,2,9,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,25.21109,23.207,-1,5.642775,-1,-1,-1,1,0,4.858761,5.160965,6.355153,6.412975,7.25155,0,0,11,0,0,4974.985,3.003005,333.4739,6,2.805334,0.8723456,1276.789,4414.327,4974.985,-0.986994,1.423005,2.003005,2,2,10,0,0,1
3faf4abc-9759-4634-a470-1bb915999669,25.71685,23.71276,-1,4.593684,-1,-1,-1,0,1,3.628822,4.73222,4.895657,5.037351,8.054636,0,2,8,0,0,4990.15,3.053005,170.1119,2,1.752082,1.378108,1271.854,4423.073,4990.15,-0.9869947,1.433005,2.053005,2,2,10,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,26.22306,24.21897,2.786512,4.624641,-1,-1,-1,0,0,3.31148,4.112195,4.42023,4.430164,10.30783,0,4,8,0,0,5002.462,3.093005,21.52567,6,1.963694,1.884318,-573.9341,4427.135,5002.462,-1.696996,1.423005,2.093005,2,2,10,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,26.7275,24.72341,3.677637,3.467889,-1,-1,-1,0,0,1.395047,2.202501,2.538952,3.973867,8.225294,2,4,8,0,0,5018.077,3.143005,252.4783,2,1.787155,2.388755,-582.4189,4434.25,5018.077,-1.696997,1.423005,2.143005,2,2,10,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,27.23242,25.22833,2.976907,2.488597,-1,-1,-1,0,0,2.931335,4.47059,5.611245,7.594773,10.09359,0,2,8,1,0,3809.841,1.247103,229.308,5,2.634357,0.3937258,-1815.005,2307.514,3809.841,-3.6429,-1.222896,0.2471032,2,3,10,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,27.73593,25.73184,4.628545,0.9856838,-1,-1,-1,0,0,3.71569,6.314017,6.335255,7.262636,8.236218,0,1,8,0,0,3816.227,1.297103,349.5651,4,2.194285,0.8972273,-1828.28,2301.399,3816.227,-3.6329,-1.222896,0.2971032,2,3,10,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,28.24008,26.23599,6.022746,4.071009,-1,-1,-1,1,0,2.996633,5.422731,6.717335,8.894527,9.20253,0,1,8,0,0,4152.336,1.687103,221.8329,5,2.072792,1.401379,-1516.971,2046.979,4152.336,-3.292902,-1.222896,0.6871032,2,3,11,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,28.74232,26.73823,4.550704,6.165714,-1,-1,-1,0,0,2.336012,4.509094,8.772367,9.021984,9.895535,0,2,6,0,0,4160.922,1.737103,123.2095,1,2.388843,1.90362,-1533.435,2040.865,4160.922,-3.292903,-1.222896,0.7371031,2,3,11,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,29.24427,27.24018,1.269346,8.778198,-1,-1,-1,0,0,2.849878,3.849491,8.0822,9.520032,-1,0,2,4,0,0,4169.758,1.787103,95.42724,1,3.307443,2.405572,-1544.818,2034.751,4169.758,-3.282904,-1.222896,0.7871031,2,3,11,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,29.74613,27.74204,-1,10.60258,-1,-1,-1,1,0,2.382245,4.003992,9.267434,10.44288,-1,0,2,4,0,0,4608.014,2.187103,256.3324,4,2.32699,2.907436,246.0977,2457.806,4608.014,-0.4059019,-0.8728962,1.187103,2,3,12,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,30.24615,28.24206,6.7599,8.299586,-1,-1,-1,0,0,6.26615,7.848357,9.751658,15.86555,-1,0,0,4,0,0,4619.1,2.237103,310.3291,0,2.403489,3.407449,-352.8823,1766.552,4619.1,-0.7559018,-1.212896,1.237103,2,3,12,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,30.75467,28.75058,4.395755,4.675565,-1,-1,-1,0,0,5.05886,10.11498,11.56422,-1,-1,0,0,3,0,0,4628.148,2.277103,314.1159,0,3.626715,3.915974,-358.9487,1758.201,4628.148,-0.7659018,-1.222896,1.277103,2,3,12,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,31.26006,29.25597,4.590695,-1,-1,-1,-1,1,0,2.13729,7.358935,12.82722,-1,-1,1,1,3,0,0,5175.104,2.677103,303.416,2,4.0547,4.421358,172.6416,1512.457,5175.104,-0.4159019,-1.222896,1.677103,2,3,13,0,0,2
3faf4abc-9759-4634-a470-1bb915999669,31.76128,29.75719,3.937694,-1,-1,-1,-1,0,0,2.523096,5.923187,14.21905,-1,-1,0,1,3,0,0,5188.64,2.727103,171.6617,3,2.215182,4.922585,173.7056,1506.343,5188.64,-0.4059019,-1.222896,1.727103,2,3,13,0,0,2
